ImageId,PredictionString,target
ILSVRC2012_val_00038100,n03866082 61 92 285 486 n03866082 82 203 280 485 n03866082 293 0 342 247 n03866082 332 86 372 286 n03866082 237 2 297 241 n03866082 290 246 330 363 ,n03866082
ILSVRC2012_val_00014640,n03868242 100 103 295 245 ,n03868242
ILSVRC2012_val_00011676,n03868863 85 164 268 363 ,n03868863
ILSVRC2012_val_00004509,n03871628 11 46 498 490 ,n03871628
ILSVRC2012_val_00004961,n03873416 106 24 259 311 n03873416 164 77 430 317 n03873416 164 77 431 322 ,n03873416
ILSVRC2012_val_00004764,n03874293 91 111 490 420 ,n03874293
ILSVRC2012_val_00014725,n03874599 210 184 292 293 n03874599 210 171 289 292 ,n03874599
ILSVRC2012_val_00027752,n03876231 148 71 290 323 n03876231 18 86 137 315 n03876231 142 103 224 288 ,n03876231
ILSVRC2012_val_00016590,n03877472 0 222 373 498 ,n03877472
ILSVRC2012_val_00003937,n03877845 1 42 498 372 n03877845 1 45 499 203 ,n03877845
ILSVRC2012_val_00000844,n03884397 2 9 143 94 ,n03884397
ILSVRC2012_val_00007502,n03887697 15 55 352 312 ,n03887697
ILSVRC2012_val_00009873,n03888257 284 71 449 326 ,n03888257
ILSVRC2012_val_00043877,n03888605 0 161 199 188 ,n03888605
ILSVRC2012_val_00022295,n03891251 143 342 267 411 n03891251 0 337 115 414 ,n03891251
ILSVRC2012_val_00042835,n03891332 102 0 407 388 n03891332 0 2 72 394 ,n03891332
ILSVRC2012_val_00038339,n03895866 30 225 166 256 n03895866 42 222 78 256 n03895866 100 227 133 250 ,n03895866
ILSVRC2012_val_00029777,n03899768 1 210 373 498 n03899768 277 202 373 291 ,n03899768
ILSVRC2012_val_00031979,n03902125 324 71 434 236 n03902125 435 81 467 220 n03902125 468 101 494 211 ,n03902125
ILSVRC2012_val_00035124,n03903868 68 8 301 498 ,n03903868
ILSVRC2012_val_00007714,n03908618 23 177 487 344 n03908618 73 17 435 157 ,n03908618
ILSVRC2012_val_00030855,n03908714 125 86 330 292 ,n03908714
ILSVRC2012_val_00028136,n03916031 61 128 424 470 ,n03916031
ILSVRC2012_val_00010434,n03920288 22 85 373 461 ,n03920288
ILSVRC2012_val_00031353,n03924679 58 119 959 1455 ,n03924679
ILSVRC2012_val_00015320,n03929660 148 48 370 310 ,n03929660
ILSVRC2012_val_00037737,n03929855 134 52 194 97 ,n03929855
ILSVRC2012_val_00046381,n03930313 0 7 330 491 ,n03930313
ILSVRC2012_val_00035897,n03930630 46 18 469 362 n03930630 381 55 499 182 n03930630 0 85 170 276 n03930630 4 61 57 89 ,n03930630
ILSVRC2012_val_00043955,n03933933 100 104 499 257 ,n03933933
ILSVRC2012_val_00022575,n03935335 27 130 268 470 ,n03935335
ILSVRC2012_val_00043519,n03937543 369 118 473 308 ,n03937543
ILSVRC2012_val_00005257,n03938244 17 10 487 482 ,n03938244
ILSVRC2012_val_00041504,n03942813 220 240 236 258 ,n03942813
ILSVRC2012_val_00023001,n03944341 1 0 268 351 n03944341 145 156 373 498 ,n03944341
ILSVRC2012_val_00006118,n03947888 1 0 373 498 ,n03947888
ILSVRC2012_val_00047131,n03950228 192 71 370 284 ,n03950228
ILSVRC2012_val_00039321,n03954731 43 35 743 410 ,n03954731
ILSVRC2012_val_00026337,n03956157 77 93 302 226 ,n03956157
ILSVRC2012_val_00023547,n03958227 348 257 403 352 ,n03958227
ILSVRC2012_val_00014748,n03961711 28 166 304 292 ,n03961711
ILSVRC2012_val_00020960,n03967562 62 1 413 344 ,n03967562
ILSVRC2012_val_00015058,n03970156 2 258 290 378 n03970156 170 296 260 421 n03970156 68 150 207 377 ,n03970156
ILSVRC2012_val_00033699,n03976467 0 3 541 389 ,n03976467
ILSVRC2012_val_00020111,n03976657 236 92 278 374 ,n03976657
ILSVRC2012_val_00026126,n03977966 7 76 371 301 n03977966 428 129 499 186 ,n03977966
ILSVRC2012_val_00042518,n03980874 179 143 347 370 ,n03980874
ILSVRC2012_val_00042092,n03982430 152 191 499 333 ,n03982430
ILSVRC2012_val_00009620,n03983396 361 22 465 356 n03983396 257 24 352 357 n03983396 148 21 243 355 n03983396 38 22 137 354 ,n03983396
ILSVRC2012_val_00018488,n03991062 0 18 455 374 ,n03991062
ILSVRC2012_val_00038161,n03992509 239 93 499 331 ,n03992509
ILSVRC2012_val_00038748,n03995372 7 137 363 407 ,n03995372
ILSVRC2012_val_00047697,n03998194 3 37 373 492 ,n03998194
ILSVRC2012_val_00034313,n04004767 3 4 119 151 ,n04004767
ILSVRC2012_val_00043759,n04005630 2 0 373 498 ,n04005630
ILSVRC2012_val_00030783,n04008634 240 1 373 498 n04008634 1 26 217 498 n04008634 190 343 253 498 n04008634 0 138 81 350 ,n04008634
ILSVRC2012_val_00041303,n04009552 18 59 482 337 ,n04009552
ILSVRC2012_val_00044487,n04019541 388 291 405 310 ,n04019541
ILSVRC2012_val_00017190,n04023962 52 46 101 192 ,n04023962
ILSVRC2012_val_00004109,n04026417 62 13 498 445 ,n04026417
ILSVRC2012_val_00001345,n04033901 174 60 321 595 n04033901 316 3 426 588 ,n04033901
ILSVRC2012_val_00007136,n04033995 179 165 499 374 ,n04033995
ILSVRC2012_val_00022936,n04037443 6 32 472 367 n04037443 0 0 256 75 ,n04037443
ILSVRC2012_val_00033869,n04039381 387 105 476 155 n04039381 95 134 135 164 ,n04039381
ILSVRC2012_val_00015305,n04040759 118 76 387 332 ,n04040759
ILSVRC2012_val_00026909,n04041544 32 40 476 301 ,n04041544
ILSVRC2012_val_00003857,n04044716 148 71 444 196 ,n04044716
ILSVRC2012_val_00042057,n04049303 82 176 241 425 ,n04049303
ILSVRC2012_val_00026802,n04065272 33 99 494 303 ,n04065272
ILSVRC2012_val_00010131,n04067472 167 216 292 366 ,n04067472
ILSVRC2012_val_00044051,n04069434 0 3 378 280 ,n04069434
ILSVRC2012_val_00004630,n04070727 40 2 373 496 ,n04070727
ILSVRC2012_val_00017725,n04074963 123 2 263 487 ,n04074963
ILSVRC2012_val_00028580,n04081281 1 0 373 498 ,n04081281
ILSVRC2012_val_00036437,n04086273 4 74 729 343 ,n04086273
ILSVRC2012_val_00006962,n04090263 5 8 1585 294 ,n04090263
ILSVRC2012_val_00026468,n04099969 90 28 413 470 ,n04099969
ILSVRC2012_val_00010756,n04111531 1 1 499 332 ,n04111531
ILSVRC2012_val_00007939,n04116512 335 165 371 224 n04116512 180 207 337 304 ,n04116512
ILSVRC2012_val_00048999,n04118538 372 193 412 227 ,n04118538
ILSVRC2012_val_00022488,n04118776 8 11 468 359 ,n04118776
ILSVRC2012_val_00032402,n04120489 96 0 499 256 n04120489 0 0 499 374 n04120489 6 50 498 370 ,n04120489
ILSVRC2012_val_00044122,n04125021 6 33 889 648 ,n04125021
ILSVRC2012_val_00026816,n04127249 374 75 416 292 n04127249 431 81 475 295 n04127249 220 63 334 263 n04127249 298 74 371 287 n04127249 35 42 194 182 n04127249 135 54 314 226 n04127249 101 54 293 218 n04127249 1 40 152 165 n04127249 451 89 498 305 n04127249 408 88 430 305 n04127249 342 80 391 287 n04127249 0 32 162 105 n04127249 471 94 499 167 n04127249 1 15 113 54 n04127249 65 46 219 177 ,n04127249
ILSVRC2012_val_00011286,n04131690 19 26 208 278 n04131690 245 23 433 277 ,n04131690
ILSVRC2012_val_00047781,n04133789 81 62 193 311 n04133789 376 71 487 309 n04133789 280 69 395 323 n04133789 83 63 195 312 n04133789 174 57 286 299 n04133789 14 74 100 311 ,n04133789
ILSVRC2012_val_00010187,n04136333 31 176 461 374 n04136333 276 1 361 193 n04136333 139 27 172 196 n04136333 159 17 210 202 n04136333 0 69 29 374 n04136333 19 77 68 372 ,n04136333
ILSVRC2012_val_00015586,n04141076 147 134 253 412 ,n04141076
ILSVRC2012_val_00003236,n04141327 169 37 321 442 n04141327 348 237 428 467 n04141327 4 43 465 430 n04141327 0 0 237 452 ,n04141327
ILSVRC2012_val_00016341,n04141975 14 14 485 295 ,n04141975
ILSVRC2012_val_00035866,n04146614 75 99 499 371 ,n04146614
ILSVRC2012_val_00017721,n04147183 18 6 473 351 ,n04147183
ILSVRC2012_val_00011762,n04149813 1 0 499 374 ,n04149813
ILSVRC2012_val_00019442,n04152593 271 128 370 284 n04152593 100 63 129 130 n04152593 161 69 227 237 n04152593 426 42 466 84 n04152593 62 52 80 80 ,n04152593
ILSVRC2012_val_00020203,n04153751 107 1 647 372 n04153751 2 297 257 505 ,n04153751
ILSVRC2012_val_00045274,n04154565 2 22 405 290 ,n04154565
ILSVRC2012_val_00008838,n04162706 221 326 288 498 ,n04162706
ILSVRC2012_val_00018514,n04179913 189 177 499 350 n04179913 35 132 175 231 n04179913 239 189 383 337 n04179913 342 118 466 219 n04179913 64 92 145 148 n04179913 385 74 497 166 n04179913 110 69 180 137 ,n04179913
ILSVRC2012_val_00047613,n04192698 17 52 326 498 ,n04192698
ILSVRC2012_val_00003880,n04200800 18 238 371 417 ,n04200800
ILSVRC2012_val_00041367,n04201297 0 0 499 373 ,n04201297
ILSVRC2012_val_00009096,n04204238 1 45 319 222 ,n04204238
ILSVRC2012_val_00006082,n04204347 80 55 380 352 ,n04204347
ILSVRC2012_val_00002164,n04208210 150 8 365 498 ,n04208210
ILSVRC2012_val_00006090,n04209133 57 24 212 146 n04209133 204 40 307 98 ,n04209133
ILSVRC2012_val_00013908,n04209239 31 11 468 463 ,n04209239
ILSVRC2012_val_00036197,n04228054 112 343 200 374 ,n04228054
ILSVRC2012_val_00022708,n04229816 71 32 272 380 ,n04229816
ILSVRC2012_val_00031462,n04235860 27 1828 556 2177 n04235860 0 507 589 916 n04235860 10 10 584 452 n04235860 49 1370 491 1795 n04235860 0 944 589 1364 ,n04235860
ILSVRC2012_val_00001599,n04238763 141 195 282 303 ,n04238763
ILSVRC2012_val_00002333,n04239074 225 138 296 353 n04239074 296 141 351 338 n04239074 140 123 356 374 n04239074 2 120 37 343 ,n04239074
ILSVRC2012_val_00033812,n04243546 5 41 181 468 n04243546 140 121 231 373 n04243546 262 207 308 295 n04243546 306 213 332 282 n04243546 222 196 251 331 ,n04243546
ILSVRC2012_val_00035850,n04251144 98 197 308 371 ,n04251144
ILSVRC2012_val_00022958,n04252077 9 108 496 300 n04252077 21 93 280 203 ,n04252077
ILSVRC2012_val_00001533,n04252225 0 144 447 336 ,n04252225
ILSVRC2012_val_00028718,n04254120 133 16 336 488 ,n04254120
ILSVRC2012_val_00035786,n04254680 38 89 102 154 ,n04254680
ILSVRC2012_val_00012532,n04254777 83 63 208 393 n04254777 210 63 322 388 ,n04254777
ILSVRC2012_val_00036418,n04258138 94 208 201 309 n04258138 338 219 440 286 n04258138 163 208 268 299 n04258138 272 216 379 285 ,n04258138
ILSVRC2012_val_00036481,n04259630 87 127 210 211 n04259630 0 125 28 163 n04259630 87 125 207 210 n04259630 87 126 208 210 ,n04259630
ILSVRC2012_val_00042927,n04263257 23 13 165 125 n04263257 30 251 150 362 n04263257 165 11 491 361 ,n04263257
ILSVRC2012_val_00019350,n04264628 88 234 331 343 ,n04264628
ILSVRC2012_val_00041691,n04265275 167 71 352 270 ,n04265275
ILSVRC2012_val_00014979,n04266014 282 76 391 233 ,n04266014
ILSVRC2012_val_00001587,n04270147 37 86 115 410 ,n04270147
ILSVRC2012_val_00038450,n04273569 79 140 412 217 n04273569 5 44 128 70 n04273569 135 65 251 93 n04273569 339 67 499 88 ,n04273569
ILSVRC2012_val_00035311,n04275548 0 0 499 374 ,n04275548
ILSVRC2012_val_00039856,n04277352 40 56 454 354 ,n04277352
ILSVRC2012_val_00041626,n04285008 101 110 498 271 n04285008 10 69 398 206 ,n04285008
ILSVRC2012_val_00018294,n04286575 30 1 395 283 n04286575 38 6 218 262 ,n04286575
ILSVRC2012_val_00040912,n04296562 0 1 498 333 ,n04296562
ILSVRC2012_val_00044347,n04310018 163 96 499 281 ,n04310018
ILSVRC2012_val_00028093,n04311004 46 48 460 272 ,n04311004
ILSVRC2012_val_00013300,n04311174 37 294 412 472 ,n04311174
ILSVRC2012_val_00015316,n04317175 17 58 499 323 ,n04317175
ILSVRC2012_val_00020738,n04325704 5 38 489 357 ,n04325704
ILSVRC2012_val_00005047,n04326547 276 287 373 368 n04326547 1 288 235 350 n04326547 2 401 373 498 ,n04326547
ILSVRC2012_val_00020153,n04328186 84 10 418 399 ,n04328186
ILSVRC2012_val_00045020,n04330267 20 37 488 390 ,n04330267
ILSVRC2012_val_00004551,n04332243 165 11 308 466 n04332243 25 121 192 486 n04332243 193 153 408 485 ,n04332243
ILSVRC2012_val_00045852,n04335435 63 225 201 383 ,n04335435
ILSVRC2012_val_00019974,n04336792 147 179 312 287 ,n04336792
ILSVRC2012_val_00015043,n04344873 1 71 499 347 ,n04344873
ILSVRC2012_val_00045605,n04346328 3 2 372 496 ,n04346328
ILSVRC2012_val_00013459,n04347754 16 58 428 224 ,n04347754
ILSVRC2012_val_00045630,n04350905 91 140 325 498 ,n04350905
ILSVRC2012_val_00029523,n04355338 57 75 435 357 ,n04355338
ILSVRC2012_val_00039088,n04355933 82 27 425 242 ,n04355933
ILSVRC2012_val_00042753,n04356056 176 0 364 68 ,n04356056
ILSVRC2012_val_00001610,n04357314 284 234 380 346 ,n04357314
ILSVRC2012_val_00040969,n04366367 0 0 498 409 ,n04366367
ILSVRC2012_val_00029338,n04367480 174 57 385 752 ,n04367480
ILSVRC2012_val_00005163,n04370456 155 168 292 320 n04370456 298 141 340 183 ,n04370456
ILSVRC2012_val_00015877,n04371430 79 41 127 110 n04371430 237 55 262 77 n04371430 113 56 140 82 n04371430 291 197 379 258 ,n04371430
ILSVRC2012_val_00025323,n04371774 41 11 242 370 ,n04371774
ILSVRC2012_val_00001306,n04372370 165 212 355 341 ,n04372370
ILSVRC2012_val_00020150,n04376876 180 231 219 255 ,n04376876
ILSVRC2012_val_00026919,n04380533 81 57 310 418 ,n04380533
ILSVRC2012_val_00047296,n04389033 21 39 478 319 ,n04389033
ILSVRC2012_val_00005881,n04392985 294 91 498 176 n04392985 284 185 472 278 ,n04392985
ILSVRC2012_val_00043087,n04398044 95 8 485 275 ,n04398044
ILSVRC2012_val_00004523,n04399382 0 43 372 498 ,n04399382
ILSVRC2012_val_00020529,n04404412 100 88 391 332 ,n04404412
ILSVRC2012_val_00015047,n04409515 488 276 751 538 ,n04409515
ILSVRC2012_val_00012696,n04417672 32 13 442 233 ,n04417672
ILSVRC2012_val_00011246,n04418357 0 0 499 332 ,n04418357
ILSVRC2012_val_00036482,n04423845 10 181 190 378 ,n04423845
ILSVRC2012_val_00009176,n04428191 102 105 425 324 ,n04428191
ILSVRC2012_val_00017455,n04429376 100 31 248 473 ,n04429376
ILSVRC2012_val_00022779,n04435653 177 0 499 247 ,n04435653
ILSVRC2012_val_00025862,n04442312 96 68 279 188 n04442312 95 318 280 440 ,n04442312
ILSVRC2012_val_00015268,n04443257 32 12 464 427 ,n04443257
ILSVRC2012_val_00013106,n04447861 107 273 292 462 ,n04447861
ILSVRC2012_val_00038362,n04456115 247 37 284 193 n04456115 139 82 171 211 n04456115 317 61 345 152 n04456115 368 37 397 146 n04456115 192 79 238 218 n04456115 214 193 246 229 n04456115 173 96 202 209 ,n04456115
ILSVRC2012_val_00036017,n04458633 33 0 160 492 n04458633 137 1 373 496 ,n04458633
ILSVRC2012_val_00049076,n04461696 144 102 371 285 ,n04461696
ILSVRC2012_val_00014406,n04462240 2 2 499 374 ,n04462240
ILSVRC2012_val_00042682,n04465501 163 231 339 296 ,n04465501
ILSVRC2012_val_00000187,n04467665 181 255 361 415 n04467665 381 302 393 316 ,n04467665
ILSVRC2012_val_00040391,n04476259 57 107 447 396 ,n04476259
ILSVRC2012_val_00004459,n04479046 96 145 241 467 ,n04479046
ILSVRC2012_val_00038399,n04482393 79 131 379 287 ,n04482393
ILSVRC2012_val_00038739,n04483307 152 18 392 464 ,n04483307
ILSVRC2012_val_00000059,n04485082 93 116 304 373 n04485082 368 158 454 312 n04485082 0 191 65 374 ,n04485082
ILSVRC2012_val_00029473,n04486054 30 51 361 417 ,n04486054
ILSVRC2012_val_00047730,n04487081 201 135 415 256 n04487081 18 112 202 264 n04487081 414 176 478 217 ,n04487081
ILSVRC2012_val_00000555,n04487394 4 99 499 257 ,n04487394
ILSVRC2012_val_00037884,n04493381 23 247 256 372 ,n04493381
ILSVRC2012_val_00016643,n04501370 341 90 434 276 n04501370 41 256 197 374 n04501370 195 266 425 374 ,n04501370
ILSVRC2012_val_00039947,n04505470 0 0 498 350 ,n04505470
ILSVRC2012_val_00002233,n04507155 77 1 445 250 ,n04507155
ILSVRC2012_val_00026754,n04509417 118 170 226 358 n04509417 0 171 59 293 n04509417 181 207 249 285 n04509417 453 289 499 374 ,n04509417
ILSVRC2012_val_00040580,n04515003 1 15 499 357 ,n04515003
ILSVRC2012_val_00042728,n04517823 321 132 384 260 ,n04517823
ILSVRC2012_val_00042947,n04522168 186 165 351 432 n04522168 236 200 373 498 n04522168 173 182 275 342 ,n04522168
ILSVRC2012_val_00043862,n04523525 32 12 461 306 ,n04523525
ILSVRC2012_val_00041534,n04525038 0 0 340 498 ,n04525038
ILSVRC2012_val_00017691,n04525305 77 46 317 485 ,n04525305
ILSVRC2012_val_00049927,n04532106 33 63 292 488 ,n04532106
ILSVRC2012_val_00000296,n04532670 8 162 491 383 ,n04532670
ILSVRC2012_val_00026957,n04536866 228 136 289 299 n04536866 286 134 334 285 ,n04536866
ILSVRC2012_val_00042050,n04540053 173 27 213 67 ,n04540053
ILSVRC2012_val_00007336,n04542943 106 50 398 321 n04542943 385 3 499 198 ,n04542943
ILSVRC2012_val_00044685,n04548280 60 2 283 473 ,n04548280
ILSVRC2012_val_00007169,n04548362 12 38 476 332 ,n04548362
ILSVRC2012_val_00014621,n04550184 80 18 474 454 ,n04550184
ILSVRC2012_val_00047539,n04552348 78 129 459 264 ,n04552348
ILSVRC2012_val_00022742,n04553703 43 23 377 209 ,n04553703
ILSVRC2012_val_00041318,n04554684 54 62 254 318 ,n04554684
ILSVRC2012_val_00008077,n04557648 166 175 228 231 ,n04557648
ILSVRC2012_val_00034498,n04560804 30 12 310 468 ,n04560804
ILSVRC2012_val_00019841,n04562935 218 118 322 330 ,n04562935
ILSVRC2012_val_00034785,n04579145 15 10 620 1006 ,n04579145
ILSVRC2012_val_00025788,n04579432 341 99 456 342 n04579432 201 93 319 328 ,n04579432
ILSVRC2012_val_00003883,n04584207 57 13 368 420 ,n04584207
ILSVRC2012_val_00022480,n04589890 3 3 498 333 ,n04589890
ILSVRC2012_val_00002760,n04590129 67 90 261 335 ,n04590129
ILSVRC2012_val_00044298,n04591157 146 108 197 185 n04591157 486 39 499 155 ,n04591157
ILSVRC2012_val_00024147,n04591713 48 63 192 390 n04591713 192 0 373 318 ,n04591713
ILSVRC2012_val_00024575,n04592741 287 140 489 170 n04592741 9 146 195 179 ,n04592741
ILSVRC2012_val_00015856,n04596742 34 36 466 413 ,n04596742
ILSVRC2012_val_00040529,n04597913 0 131 496 418 ,n04597913
ILSVRC2012_val_00035088,n04599235 0 0 485 498 ,n04599235
ILSVRC2012_val_00021154,n04604644 56 200 341 498 ,n04604644
ILSVRC2012_val_00036885,n04606251 0 172 373 412 ,n04606251
ILSVRC2012_val_00025092,n04612504 229 159 280 235 n04612504 132 126 188 199 ,n04612504
ILSVRC2012_val_00003113,n04613696 92 73 328 228 ,n04613696
ILSVRC2012_val_00038322,n06359193 87 2 386 495 n06359193 95 10 379 482 ,n06359193
ILSVRC2012_val_00014214,n06596364 259 121 367 218 n06596364 349 10 440 124 n06596364 368 194 499 345 n06596364 92 0 208 151 n06596364 141 230 260 350 n06596364 0 0 96 144 n06596364 214 9 299 134 n06596364 212 7 297 131 n06596364 360 125 463 195 n06596364 350 13 440 123 n06596364 34 217 169 343 n06596364 253 223 378 357 n06596364 169 151 267 234 n06596364 86 147 191 233 n06596364 0 217 79 339 n06596364 367 197 485 223 n06596364 0 137 108 223 n06596364 3 146 51 223 n06596364 298 0 337 116 ,n06596364
ILSVRC2012_val_00013792,n06785654 0 73 499 374 ,n06785654
ILSVRC2012_val_00001376,n06794110 81 212 241 498 ,n06794110
ILSVRC2012_val_00000274,n06874185 10 322 148 498 n06874185 205 241 255 295 n06874185 283 247 373 321 ,n06874185
ILSVRC2012_val_00047159,n07248320 0 1 386 498 ,n07248320
ILSVRC2012_val_00026997,n07565083 222 267 357 476 n07565083 0 2 373 498 n07565083 0 137 337 265 n07565083 117 292 213 471 n07565083 93 138 167 230 ,n07565083
ILSVRC2012_val_00036329,n07579787 62 70 489 353 ,n07579787
ILSVRC2012_val_00001785,n07583066 0 1 431 373 ,n07583066
ILSVRC2012_val_00045765,n07584110 146 98 335 240 ,n07584110
ILSVRC2012_val_00025045,n07590611 104 56 473 325 ,n07590611
ILSVRC2012_val_00009187,n07613480 156 94 395 351 ,n07613480
ILSVRC2012_val_00014743,n07614500 253 255 490 487 n07614500 11 11 247 247 n07614500 252 13 482 245 n07614500 12 252 247 487 ,n07614500
ILSVRC2012_val_00021643,n07615774 121 273 158 411 ,n07615774
ILSVRC2012_val_00046907,n07684084 48 48 449 320 ,n07684084
ILSVRC2012_val_00049796,n07693725 0 227 287 473 n07693725 52 71 206 162 ,n07693725
ILSVRC2012_val_00024522,n07695742 33 98 243 312 n07695742 242 85 453 253 ,n07695742
ILSVRC2012_val_00004321,n07697313 41 4 492 412 ,n07697313
ILSVRC2012_val_00003908,n07697537 56 123 365 430 ,n07697537
ILSVRC2012_val_00012622,n07711569 102 55 394 383 ,n07711569
ILSVRC2012_val_00040469,n07714571 91 172 252 332 n07714571 187 64 343 215 n07714571 94 29 217 163 n07714571 0 130 139 252 n07714571 0 241 84 317 n07714571 74 307 198 374 n07714571 316 155 451 312 n07714571 222 269 363 374 n07714571 30 50 95 128 n07714571 377 319 466 374 n07714571 453 230 499 374 ,n07714571
ILSVRC2012_val_00014546,n07714990 0 0 475 200 ,n07714990
ILSVRC2012_val_00012105,n07715103 105 178 532 547 n07715103 1 1 319 309 n07715103 322 4 678 207 n07715103 1 279 102 451 ,n07715103
ILSVRC2012_val_00023848,n07716358 1 174 187 290 ,n07716358
ILSVRC2012_val_00014623,n07716906 140 160 498 498 ,n07716906
ILSVRC2012_val_00027565,n07717410 6 135 325 440 n07717410 0 0 115 55 ,n07717410
ILSVRC2012_val_00007798,n07717556 112 6 286 238 ,n07717556
ILSVRC2012_val_00000463,n07718472 28 28 247 396 ,n07718472
ILSVRC2012_val_00011345,n07718747 127 221 372 498 n07718747 85 165 316 363 ,n07718747
ILSVRC2012_val_00047598,n07720875 172 111 280 228 ,n07720875
ILSVRC2012_val_00047735,n07730033 45 80 370 491 ,n07730033
ILSVRC2012_val_00025813,n07734744 13 4 785 646 ,n07734744
ILSVRC2012_val_00016141,n07742313 26 23 142 144 ,n07742313
ILSVRC2012_val_00002412,n07745940 175 153 288 276 n07745940 56 256 156 358 n07745940 144 253 209 317 ,n07745940
ILSVRC2012_val_00012699,n07747607 200 301 227 329 n07747607 312 319 341 349 n07747607 67 263 95 290 n07747607 229 305 256 334 n07747607 125 230 160 265 ,n07747607
ILSVRC2012_val_00002363,n07749582 16 182 254 402 ,n07749582
ILSVRC2012_val_00028665,n07753113 143 133 255 240 n07753113 75 307 438 450 n07753113 78 110 182 211 n07753113 75 306 440 448 n07753113 73 323 240 450 n07753113 155 232 297 317 n07753113 95 207 178 297 n07753113 230 110 363 205 ,n07753113
ILSVRC2012_val_00023804,n07753275 196 58 308 273 ,n07753275
ILSVRC2012_val_00038819,n07753592 299 194 362 293 n07753592 255 188 331 270 n07753592 256 211 331 267 n07753592 240 189 304 283 n07753592 213 251 259 282 n07753592 244 262 294 280 n07753592 179 252 209 286 ,n07753592
ILSVRC2012_val_00003664,n07754684 387 18 429 92 n07754684 83 124 130 183 n07754684 224 94 274 144 n07754684 353 127 406 182 n07754684 104 197 156 267 n07754684 186 106 231 177 n07754684 405 99 458 150 n07754684 54 174 130 255 n07754684 49 81 78 124 n07754684 451 112 490 149 n07754684 25 49 57 92 n07754684 229 141 270 180 n07754684 26 7 60 49 n07754684 64 239 135 327 n07754684 58 39 91 79 n07754684 406 142 432 176 n07754684 431 147 492 210 n07754684 215 161 255 201 n07754684 67 141 84 179 ,n07754684
ILSVRC2012_val_00012103,n07760859 300 185 685 577 ,n07760859
ILSVRC2012_val_00007820,n07768694 83 17 383 271 ,n07768694
ILSVRC2012_val_00044239,n07802026 1 1 499 354 ,n07802026
ILSVRC2012_val_00021338,n07831146 69 52 428 319 ,n07831146
ILSVRC2012_val_00023137,n07836838 0 19 287 269 n07836838 0 4 368 349 ,n07836838
ILSVRC2012_val_00038843,n07860988 210 107 353 232 n07860988 127 245 272 367 n07860988 243 228 391 339 n07860988 365 70 454 180 n07860988 43 152 160 266 n07860988 99 70 223 171 n07860988 339 162 438 282 n07860988 236 32 297 100 n07860988 303 50 365 96 n07860988 143 35 241 99 n07860988 151 186 251 263 ,n07860988
ILSVRC2012_val_00044260,n07871810 103 109 412 306 ,n07871810
ILSVRC2012_val_00039396,n07873807 44 22 480 374 ,n07873807
ILSVRC2012_val_00020953,n07875152 0 29 499 349 ,n07875152
ILSVRC2012_val_00024068,n07880968 103 86 371 347 ,n07880968
ILSVRC2012_val_00038996,n07892512 136 156 389 303 ,n07892512
ILSVRC2012_val_00029384,n07920052 0 117 207 367 ,n07920052
ILSVRC2012_val_00046595,n07930864 18 191 346 405 n07930864 383 162 498 361 n07930864 158 135 397 287 ,n07930864
ILSVRC2012_val_00035443,n07932039 36 20 317 442 ,n07932039
ILSVRC2012_val_00038734,n09193705 40 185 371 327 n09193705 0 192 192 311 n09193705 108 220 277 272 ,n09193705
ILSVRC2012_val_00031230,n09229709 259 63 313 116 n09229709 254 132 308 191 n09229709 149 50 184 87 n09229709 41 417 113 490 n09229709 261 413 305 457 ,n09229709
ILSVRC2012_val_00042182,n09246464 0 88 499 374 ,n09246464
ILSVRC2012_val_00014143,n09256479 0 41 477 373 n09256479 124 63 419 250 ,n09256479
ILSVRC2012_val_00038277,n09288635 32 127 489 281 ,n09288635
ILSVRC2012_val_00039635,n09332890 1 3 499 374 ,n09332890
ILSVRC2012_val_00010403,n09399592 1 0 499 104 ,n09399592
ILSVRC2012_val_00017102,n09421951 4 310 488 465 n09421951 0 263 498 471 ,n09421951
ILSVRC2012_val_00015471,n09428293 3 149 499 374 ,n09428293
ILSVRC2012_val_00018865,n09468604 1 0 638 478 ,n09468604
ILSVRC2012_val_00030382,n09472597 1 150 371 486 ,n09472597
ILSVRC2012_val_00045226,n09835506 7 116 124 347 n09835506 231 63 440 307 n09835506 116 172 287 348 n09835506 240 53 424 297 ,n09835506
ILSVRC2012_val_00009603,n10148035 118 110 192 239 n10148035 240 86 338 228 ,n10148035
ILSVRC2012_val_00020849,n10565667 76 91 345 465 ,n10565667
ILSVRC2012_val_00011338,n11879895 0 173 499 332 ,n11879895
ILSVRC2012_val_00022139,n11939491 277 102 499 358 n11939491 4 155 232 374 n11939491 1 1 154 201 n11939491 106 61 299 261 n11939491 361 0 499 158 ,n11939491
ILSVRC2012_val_00048982,n12057211 91 60 257 206 ,n12057211
ILSVRC2012_val_00008231,n12144580 82 9 263 152 n12144580 232 102 248 119 n12144580 183 150 204 164 n12144580 234 123 253 142 n12144580 156 109 175 127 n12144580 155 109 175 127 n12144580 71 54 88 69 n12144580 130 43 145 61 n12144580 192 60 203 72 n12144580 181 174 196 185 n12144580 101 94 124 109 n12144580 128 126 144 146 n12144580 184 90 204 108 n12144580 142 28 159 44 n12144580 220 71 242 85 n12144580 216 132 234 152 n12144580 99 62 122 80 ,n12144580
ILSVRC2012_val_00047247,n12267677 59 16 306 331 ,n12267677
